"","3MIN","7.5MIN","15MIN","30MIN","60MIN","110MIN","2.5H","5H","0MIN"
"YBR003W",-0.17020076,-0.35789919,-0.54120016,-0.55380095,0.15410357,0.81540328,0.63260325,0.88390229,0
"YBR004C",0.2751978,0.11930305,0.24660266,0.43490306,0.39940081,0.35589583,0.28809865,0.25800025,0
"YBR005W",-0.14379989,-0.086899579,-0.11540052,-0.35530014,-0.99149877,-0.89879907,-1.0856988,-0.93960115,0
"YBR006W",-1.0550007,-0.58169993,0.16810285,-0.5100009,-1.9273975,-2.4503998,-2.7793035,-2.3128031,0
"YBR007C",0.077694198,0.30880353,0.35990344,0.18590459,0.27160496,0.20580537,0.2119965,0.19960011,0
"YBR008C",0.80169672,0.42939636,0.27400516,0.15650017,0.14179898,0.15329949,0.17220586,0.11470017,0
"YBR009C",-0.75300097,-0.61179944,-0.70650003,-1.1082013,1.9575989,2.1674992,2.5170993,2.1712997,0
"YBR010W",-0.41609971,-0.42270025,-0.40549922,-0.66320019,1.0970983,1.0786986,1.2815974,1.0154976,0
"YBR011C",-0.17069922,0.06820302,0.21519399,0.1978025,0.59900351,0.71570012,0.6417957,0.67199983,0
"YBR012C",1.3533007,1.5673994,1.5533998,1.9216001,2.6348999,-0.022699558,0.48779502,0.21080029,0
"YBR013C",-0.024600194,-0.16430063,-0.31120017,-0.61370112,-0.65580097,-0.33500025,-0.32340039,-0.25260057,0
"YBR014C",0.57910289,0.66239693,0.7151993,0.48339532,0.014398145,0.36100471,0.2934058,0.3608025,0
"YBR015C",0.065200044,0.000201963,-0.11399933,-0.076700186,0.095100752,-0.1241995,-0.063600638,-0.071700179,0
"YBR016W",0.3879029,0.68160219,0.69610068,0.54190136,0.42439542,0.36829901,0.22349669,0.32419999,0
"YBR017C",0.91070197,0.84409636,0.80649729,1.1546999,0.92879857,0.89360296,0.78860219,0.8595005,0
"YBR018C",-0.29509971,-0.34789996,-0.35039926,-0.39350092,-0.31229965,-0.31750041,-0.34129951,-0.32200023,0
"YBR019C",0.004997486,0.014298155,-0.004299862,0.000995116,-0.042100255,0.045093438,-0.010099509,0.030901038,0
"YBR020W",-0.00309935,0.012296914,-0.01269951,-0.060800508,0.042700363,-0.049700315,-0.001499739,-0.00709963,0
"YBR021W",1.5980984,1.4814023,1.6704008,2.1511996,0.7847971,0.27939998,0.26639677,0.32100447,0
"YBR022W",0.15580103,-0.22320032,-0.2163003,-0.23660032,-0.21809982,-0.32919954,-0.13570013,-0.38940009,0
"YBR023C",0.69869856,1.0384011,1.2271003,1.193797,1.2929996,1.021302,0.94999802,0.92409989,0
"YBR024W",-1.6853986,-2.185297,-1.8749996,-1.9890025,-1.9415976,-1.3756015,-1.5816006,-1.2941017,0
"YBR025C",1.4577991,1.0788011,1.3199011,1.9736994,2.5472006,2.5553008,2.7330007,2.4495006,0
"YBR026C",-1.6972984,-1.7297988,-1.3814005,-1.9682999,-1.4613983,-0.22430044,-0.59309984,-0.086300588,0
"YBR027C",0.42650093,0.33149886,-0.078900388,-0.51140067,-0.75369894,-0.80599871,-0.75110089,-0.69529973,0
"YBR028C",0.90559736,0.78189682,0.47429586,0.1479058,-0.27580029,-0.35679952,-0.20709968,-0.1988993,0
"YBR029C",1.0994972,1.3988976,1.2771992,1.3508027,0.9282983,1.3713024,0.96220103,1.3499993,0
"YBR030W",0.99839772,0.83049873,0.61270163,0.52289942,0.22719889,0.25360208,0.26530486,0.2414009,0
"YBR031W",1.6360004,1.8793999,1.9531013,2.3919986,3.0399999,2.9399994,2.8982993,2.7959996,0
"YBR032W",-0.021499752,-0.025599912,-0.004900492,-0.010799943,0.072297918,-0.002200344,0.04850126,-0.005699791,0
"YBR033W",-1.3804987,-1.5671004,-1.5666004,-1.7303013,-1.8320975,-1.9946029,-1.873302,-2.0072026,0
"YBR034C",0.36489735,0.16889872,0.49669754,0.66939873,0.29479423,0.14929839,0.18159874,0.070705312,0
"YBR035C",-0.69800038,-0.85780094,-0.81889999,-1.3155008,-1.6994006,-1.3759983,-1.4437992,-1.4636009,0
"YBR036C",-0.60650033,-0.62760058,-0.5672009,-0.37360011,-0.23730081,-0.16599918,-0.23329969,-0.14580004,0
"YBR037C",-0.8460987,-0.8295006,-0.80859906,-0.86169928,-0.80010092,-0.47130067,-0.49050075,-0.57560028,0
"YBR038W",0.92400104,1.8613003,2.6964991,2.6960005,1.2275994,3.5367989,3.3407047,3.6166988,0
"YBR039W",-1.0783991,-1.6120993,-2.2056033,-2.1960985,-2.256797,-2.2107966,-2.3292974,-2.3999967,0
"YBR040W",-0.36570041,-0.39919933,-0.45419963,-0.26999921,-0.30399906,-0.26310077,-0.19550032,0.089904868,0
"YBR041W",-0.99229928,-1.0565002,-0.91119896,-0.57010021,0.23819988,0.70450018,0.75669882,0.79339652,0
"YBR042C",-0.14059969,-0.24129942,0.027607035,-0.029299456,0.71840328,0.7090965,0.62979956,0.74020225,0
"YBR043C",-0.22689994,-0.24170023,-0.43899947,-0.39399941,0.20830499,0.07639491,0.17679508,-0.039900547,0
"YBR044C",-0.5296995,-0.36129962,-0.44670045,-0.36910067,-0.39140079,-0.28659979,-0.39180013,-0.27720001,0
"YBR045C",-0.72250079,-1.0856988,-1.3116997,-1.9029017,-1.9915992,-2.0941008,-2.0638977,-1.7772004,0
"YBR046C",-0.40189973,-0.32740087,-0.13770018,-0.64909999,-1.3925007,-1.904802,-1.9732991,-1.712802,0
"YBR047W",-0.33609982,-0.53290002,-0.83980005,-1.7293012,-2.0344026,-2.810703,-2.509397,-2.7383994,0
"YBR048W",0.62619614,1.0060969,1.1223016,1.8807012,2.4712993,1.6941001,1.7936004,1.690198,0
"YBR049C",0.056902551,0.18929956,0.29529985,0.15800088,0.38770442,0.56430012,0.63860215,0.56430012,0
"YBR050C",-1.3937018,-2.1743023,-2.6832981,-3.1554954,-3.131996,-3.3684006,-3.1586999,-3.3525002,0
"YBR051W",-0.13429968,-0.11259951,-0.11399933,-0.23479966,-0.1043003,-0.054200549,-0.088799306,-0.048500232,0
"YBR052C",-1.310801,-1.4078994,-1.1057992,-1.5758992,-1.6745998,-0.74499969,-1.0174988,-0.55780066,0
"YBR053C",-1.7452995,-1.9357021,-1.7403021,-2.0293996,-1.8545025,-0.21950007,-0.75050126,-0.15179953,0
"YBR054W",-4.2120006,-5.4261974,-6.1520954,-6.0103041,-5.523199,-3.9574005,-4.2161991,-4.2080996,0
"YBR055C",0.89479837,0.89939995,0.89200237,1.005903,0.78999628,0.56760386,0.62050196,0.51319763,0
"YBR056W",-1.6370017,-1.8172009,-1.7292008,-1.8080988,-1.8348997,-0.25899993,-0.67770031,0.000605805,0
"YBR057C",-0.35710069,-0.40420038,-0.29729991,-0.58290092,-0.90579907,-1.0015012,-0.94439895,-0.87979937,0
"YBR058C",0.16770475,0.29780183,0.48339532,0.80230077,0.81210387,0.76179587,0.67039622,0.62009839,0
"YBR058C-A",-0.40290081,-0.34620071,-0.15940061,-0.11700018,0.17699928,0.079402006,-0.044400025,0.041999883,0
"YBR059C",-0.64150021,-0.91129935,-0.58899903,-0.65609876,-0.72819906,-0.079100019,-0.26550064,-0.21010051,0
"YBR060C",0.54940303,0.76979712,0.71079872,0.90949663,1.2328019,1.2460006,1.1784979,1.1916005,0
"YBR061C",0.98710253,1.1553024,1.1700981,1.427,0.83699862,0.64359764,0.58749941,0.626598,0
"YBR062C",-0.15879974,0.17850432,0.29999483,0.12789736,-0.48329898,-0.07729977,-0.24030043,-0.16269935,0
"YBR063C",-0.073300665,-0.22419933,-0.16859941,-0.37309927,-0.90549907,-1.2111005,-1.1485,-1.2473987,0
"YBR064W",0.10910644,0.039096271,0.021095905,0.015997031,0.037002608,0.022104997,-0.037100109,-0.054699445,0
"YBR065C",-0.20229967,-0.25680045,-0.20550012,-0.37249962,-1.1807994,-1.4899982,-1.5318984,-1.4309017,0
"YBR066C",0.62559781,0.33490002,0.29740274,-0.28799947,-0.55500012,-0.79259937,-0.7552006,-0.5887994,0
"YBR067C",1.1644001,1.0774003,1.1399998,1.3250006,1.6579006,0.36359723,0.55190479,0.74889913,0
"YBR068C",-0.15590042,-0.36240088,-0.78079988,-0.88399996,-0.99790096,-1.7205976,-1.5458999,-1.6743004,0
"YBR069C",0.097893915,-0.38130088,-0.64580063,-0.096600716,-0.17430065,-0.21120072,-0.22659944,-0.19610014,0
"YBR070C",-0.023400273,-0.11080062,-0.22139947,-0.034500127,1.1573025,0.65539763,0.96730143,0.51209538,0
"YBR071W",-0.39089941,-0.53190053,-0.72720041,-0.45750024,-0.14629971,0.37850053,0.11999354,0.33190008,0
"YBR072W",-2.0758971,-2.8268982,-3.5964993,-4.065601,-4.3791006,-5.2920018,-5.0266988,-5.4131982,0
"YBR073W",-0.11480051,-0.076899512,0.023894043,0.012997664,0.75760362,0.43330134,0.59219628,0.41460102,0
"YBR074W",1.0631025,1.0217995,0.96169741,1.1656997,1.0412009,0.90039734,0.88430095,0.87570144,0
"YBR076W",-0.2933006,-0.43870026,-0.34189914,-0.63959976,-0.62849913,-0.6503992,-0.55289905,-0.60199995,0
"YBR077C",-0.7743993,-0.98079911,-0.85179995,-1.3253007,-1.6077002,-1.3638984,-1.3009993,-1.355601,0
"YBR078W",0.19470486,0.33950229,0.4218992,1.1203984,1.509402,1.637601,1.647402,1.5686986,0
"YBR079C",1.1129003,1.0348003,1.0866004,1.1977019,0.95010256,1.1244009,1.2068995,1.1295006,0
"YBR080C",-0.005799735,0.26280596,0.44879526,0.55349813,0.78679707,0.98750278,0.8548973,0.95910243,0
"YBR081C",0.077393414,0.089199818,0.14330198,0.31920171,0.39299876,0.42180228,0.47019844,0.35220484,0
"YBR082C",-0.13589985,0.14609472,0.046993873,0.003602237,-0.2767997,0.2918982,0.20010254,0.16900138,0
"YBR083W",1.2904008,1.5999985,1.4265009,1.2352001,0.26209635,0.62059579,0.13429981,0.80449968,0
"YBR084W",1.4623979,1.7524018,1.6186005,1.8148006,1.8246009,1.7507008,1.8657011,1.7580004,0
"YBR085C-A",-0.15030012,-0.30389932,-0.64199991,-1.9959028,-3.0627942,-3.5709992,-3.7976999,-3.8007004,0
"YBR085W",0.23469751,0.21950001,0.39790151,0.6132959,0.92419872,1.4953012,1.5893992,1.8392018,0
"YBR086C",-0.81390011,-0.74610026,-0.27939932,-0.05780006,0.25350526,0.8152967,0.73670011,0.68439686,0
"YBR087W",0.51509678,0.65020391,0.82889963,1.3230011,1.6956019,1.5774989,1.6926013,1.4250027,0
"YBR088C",0.17840233,-0.030600078,-0.32110059,0.4215007,2.3296001,2.1446011,2.3218011,2.1574997,0
"YBR089C-A",-0.58109981,-0.41800095,-0.2273998,-0.73250016,-0.92000006,-1.0298001,-0.9943988,-1.020399,0
"YBR089W",0.22680444,0.19650633,0.24769666,0.33130393,0.43220046,0.4296963,0.38480136,0.36819842,0
"YBR090C",0.17830033,0.30959531,0.78860219,0.43220046,-0.48759914,-0.76450085,-0.76930018,-0.74190083,0
"YBR091C",0.26290215,0.2239044,0.22219867,0.23570256,0.14679857,-0.16820057,-0.054299416,-0.22710088,0
"YBR092C",0.68809977,0.87200131,1.7341004,2.5489002,0.89610131,2.5732,2.1485014,2.6747996,0
"YBR092C",-0.16350058,0.03290486,0.74659655,1.5452024,-0.26550064,1.4573999,1.0037965,1.6765021,0
"YBR094W",-1.0438987,-1.0389012,-0.77819962,-0.45670012,0.065406871,0.65270217,0.59559914,0.61259784,0
"YBR095C",-0.52059972,-0.44089981,-0.45770034,-0.48990092,-0.52820073,-0.52399997,-0.46360089,-0.46870089,0
"YBR096W",0.15319571,0.11390049,0.46590135,0.3130949,1.0475035,1.8219999,1.7603998,1.9984988,0
"YBR097W",-0.43550086,-0.47629955,-0.12599944,-0.21649976,0.25259732,0.87330137,0.70710067,1.0070017,0
"YBR098W",-0.29800035,-0.18439998,-0.005100276,0.15329949,0.22490464,0.25290003,0.21290546,0.2810988,0
"YBR099C",-0.32279939,-0.36810042,-0.62149947,-0.60169998,-0.25920021,-0.24220013,-0.25189949,-0.34669963,0
"YBR101C",-1.1256988,-1.2808008,-1.2392017,-1.3305015,-1.5275996,-1.4249007,-1.3918986,-1.5207984,0
"YBR102C",-0.33749915,-0.18159933,-0.086400147,0.051803627,-0.020700435,0.15450544,0.00980578,0.19919804,0
"YBR103C-A",0.010894391,0.017693909,0.045498888,-0.057999796,-0.039599499,-0.073299147,-0.076599772,-0.091600558,0
"YBR103W",-0.30369987,-0.30400084,-0.28350069,-0.4357994,-0.80600123,-0.51490091,-0.5781008,-0.60839943,0
"YBR104W",-0.1238992,0.10689769,-0.15930072,-0.78260051,-0.75980048,-0.49819911,-0.53089965,-0.47200087,0
"YBR105C",-0.56430101,-0.64340091,-0.57059935,-0.95310109,-1.2649007,-3.228706,-2.6976026,-3.4954004,0
"YBR106W",0.20470416,0.021394442,0.020299504,0.1420997,0.18110255,0.083996212,0.31599509,0.093803534,0
"YBR107C",-0.66580017,-0.73980087,-0.82339893,-0.78319874,-0.60999934,-0.49919999,-0.45610032,-0.51190048,0
"YBR108W",-0.87160101,-1.0105005,-1.0223991,-1.3841995,-1.6048012,-1.4007013,-1.3949988,-1.3597011,0
"YBR109C",0.00739646,0.19489393,0.47519905,0.18680478,0.10069513,0.27199929,0.27369491,0.27179616,0
"YBR110W",0.51680186,0.30150571,0.2620001,0.20239891,0.8369017,0.96780311,0.9333989,0.98649831,0
"YBR111C",-1.0050004,-1.3433993,-1.2672984,-1.3081014,-1.1899995,-0.4436991,-0.63719911,-0.385,0
"YBR112C",-0.026300568,0.044995554,0.20670573,0.21070056,0.30349437,0.8062003,0.81490311,0.6939976,0
"YBR113W",0.09269457,0.13679512,0.12179789,0.1853972,0.21659765,0.22969866,0.2365967,0.22369438,0
"YBR114W",0.13590256,0.03889968,0.1110046,-0.5947003,-1.6183002,-1.801702,-1.8667995,-1.7915976,0
"YBR115C",-0.002700365,0.41949574,0.50759677,0.17100181,0.99580287,0.68299571,0.61640475,0.29049518,0
"YBR116C",-0.75349949,-0.87070115,-0.83340023,-1.1723988,-0.93970077,-1.173801,-1.1308014,-1.2574004,0
"YBR117C",0.21370188,0.05719377,0.046099863,-0.42020003,-1.3922999,-1.6812979,-1.7003005,-1.9429005,0
"YBR118W",-0.4268,-0.65200106,-0.22270023,0.55760124,0.6008977,-0.33100046,-0.000600286,-0.29750025,0
"YBR119W",-0.22909993,-0.43240004,-0.49760014,-0.34830029,-0.49330057,-0.52529919,-0.48949982,-0.42139936,0
"YBR120C",-0.67439944,-0.94260102,-1.017201,-1.191699,-1.411299,-1.3059988,-1.2249006,-1.0415003,0
"YBR121C",2.0546992,2.5984009,2.717899,2.8516991,2.8835993,2.782201,2.7873008,2.7554004,0
"YBR122C",-0.39530048,-0.54679957,-0.66900111,-0.43839916,-0.37449945,-0.29590004,-0.22119933,-0.32320003,0
"YBR123C",-0.15449951,-0.21740021,-0.16190019,-0.21049943,-0.20949985,0.42869985,0.48210481,0.54129676,0
"YBR124W",-0.11899953,-0.054600551,0.041004616,0.029106527,-0.021899577,0,0.038997979,0.075505249,0
"YBR125C",-0.46519931,-0.55729956,-0.39840046,-0.26890019,0.38770442,0.40619922,0.41599657,0.38820056,0
"YBR126C",-1.4542016,-1.624301,-1.4278011,-1.7231008,-1.3578992,-0.63219954,-0.92260112,-0.60450062,0
"YBR127C",0.3328053,0.38180387,0.60949968,0.48500426,0.82510176,1.390398,1.3461002,1.4719002,0
"YBR128C",-0.88700102,-0.93929957,-0.85459905,-0.94789856,-1.1026016,-0.85630096,-0.93159884,-0.86699946,0
"YBR129C",-0.15349946,-0.040599281,-0.090899734,0.028696443,0.13049602,0.12990283,0.27899577,0.13919442,0
"YBR130C",0.28400472,0.34199713,0.31209588,0.5238028,0.81509992,1.1322017,1.0583026,1.0198015,0
"YBR131W",-0.34399979,-0.19499983,-0.19239943,-0.17700071,-0.032599694,0.12559821,0.15829824,0.1750966,0
"YBR132C",-0.95909916,-0.97380051,-1.0578992,-1.8411977,-3.3438994,-3.6497997,-3.7573002,-3.4328004,0
"YBR133C",0.5236021,0.75520379,0.65710032,0.47789488,0.946102,1.2355984,1.1797021,1.0579008,0
"YBR134W",-0.099999987,-0.1528,-0.11829936,-0.14940058,-0.13109993,-0.079599979,-0.10290056,-0.005599855,0
"YBR135W",1.0550012,1.2073994,1.1096013,1.1805998,1.2859999,1.2497002,1.2802972,1.1251022,0
"YBR136W",0.55270168,0.51560145,0.22549706,0.24889911,0.16670259,-0.16580011,-0.22389938,-0.22539973,0
"YBR137W",-0.36390024,0.008802386,0.2678953,-0.012900376,-0.22520071,0.35090454,0.087503576,0.3206002,0
"YBR138C",-0.13880051,0.39419582,0.58379826,0.57350056,-0.12410044,1.2980013,1.2703974,1.2700026,0
"YBR139W",-2.1159976,-1.8348019,-1.2662014,-2.0683018,-2.8913966,-1.1237986,-1.5949008,-0.99569853,0
"YBR140C",-0.50430074,-0.66539969,-0.58119909,-0.77519905,-0.92590016,-0.71129889,-0.84699891,-0.75469906,0
"YBR141C",0.62680356,0.44780134,0.55140281,0.5236021,0.05480681,-0.2485997,-0.12539973,-0.19920072,0
"YBR142W",1.1817005,1.230701,1.2530029,1.3811006,0.75690373,0.56730206,0.48630248,0.43449746,0
"YBR143C",1.4561017,1.5508022,1.318901,0.99810161,0.56669827,0.30300331,0.39899605,0.35039541,0
"YBR144C",-0.022800686,0.03739628,0.10810288,0.058593577,0.042798403,0.068395658,0.085506239,0.069193456,0
"YBR145W",-0.70659891,-0.0000995,-1.0618994,-1.5715017,-1.7843984,-1.6258987,-1.4617996,-1.5267014,0
"YBR146W",-0.31009973,-0.30049989,-0.53649891,-0.73989965,-0.68530115,-0.64860008,-0.73039947,-0.55790048,0
"YBR147W",-0.73159914,-0.18709931,-0.86729946,-1.8786981,-2.239498,-2.6888038,-2.4476033,-2.7206024,0
"YBR148W",-0.94009932,-0.80590034,-1.0539998,-1.2452014,-0.88389879,-0.60790023,-0.47299975,-0.29910047,0
"YBR149W",-1.4245986,-1.6559987,-1.5052014,-2.1911026,-2.2707022,-1.3044016,-1.7155001,-1.3561992,0
"YBR150C",-0.25930035,-0.33709999,-0.52009896,-0.63419998,-0.70159975,-0.87610077,-0.74269966,-0.81560036,0
"YBR151W",-0.91129935,-0.79359933,-0.76749887,-0.66560106,-0.39449998,-0.32999906,-0.36649997,-0.33110027,0
"YBR152W",0.19659446,0.41179501,0.16689537,0.22580551,-0.17940029,-0.4541008,-0.42999958,-0.31690006,0
"YBR153W",0.52559786,0.57669627,0.52430444,0.48539591,0.27149739,-0.22200006,-0.20429954,-0.20059931,0
"YBR154C",0.82290143,0.73770406,0.68489951,0.75309959,0.56290423,0.32899727,0.38389503,0.44559959,0
"YBR155W",0.92129921,0.71620076,0.59299993,0.52459531,0.092302171,0.013798105,0.15130033,-0.12480028,0
"YBR156C",0.40260213,0.46910452,0.57789525,0.4389954,0.75909616,0.8292001,0.97919858,0.62399792,0
"YBR157C",-1.3305995,-1.7652976,-1.6738999,-3.1328057,-3.9454999,-4.0183005,-4.0750993,-3.7748001,0
"YBR158W",0.125704,-0.2495993,-0.18340029,0.48330244,0.99589692,2.2182015,1.9513006,2.4712993,0
"YBR159W",-0.073100317,0.065006979,0.37650155,0.71430267,1.4351005,1.7902007,1.7278987,1.8500993,0
"YBR160W",1.1001972,1.0435965,1.1863991,1.2070995,1.1467986,1.0197019,1.0692966,0.87010032,0
"YBR161W",-0.82930064,-0.79199973,-0.74970052,-0.68759969,0.18780575,0.49499923,0.37909968,0.61019924,0
"YBR162C",0.77190248,1.5679007,2.0527011,2.1846009,2.5961003,3.2633995,3.1391993,3.2230997,0
"YBR162W-A",0.84959901,1.1710018,1.3848014,1.3728017,1.3690979,1.1852005,1.1683981,1.2260029,0
"YBR163W",0.11589887,0.16630411,0.039503409,-0.099199256,-0.051000037,-0.11959971,-0.19219997,-0.14239953,0
"YBR164C",0.27499512,0.53249651,0.81870334,0.97730191,0.8459998,1.1728971,1.2070995,1.2657009,0
"YBR165W",0.51820275,0.40490312,0.29040081,0.046099863,-0.22799952,-0.35009948,-0.15170016,-0.35390003,0
"YBR166C",0.67360165,0.71620076,0.62960375,0.55140281,0.37019777,0.47060454,0.52440475,0.58190074,0
"YBR167C",0.2976023,0.34589592,0.26970345,0.15000069,-0.078499686,-0.060600384,-0.018800542,0.043806429,0
"YBR168W",-0.18629965,-0.2374998,-0.16459976,-0.20839928,0.31389593,0.51639847,0.49569516,0.47870265,0
"YBR169C",-2.0468018,-2.3831003,-2.4476977,-2.7942972,-3.0678058,-2.6300009,-2.7402009,-2.6385011,0
"YBR170C",0.27769915,0.35439574,0.52259816,-0.095299346,-0.37949992,-0.061500408,-0.1528,-0.14860075,0
"YBR171W",0.39299876,0.38079593,0.53259624,0.71870137,0.89479837,0.80369821,0.91940111,0.92520192,0
"YBR172C",0.80850038,0.84950294,0.78050329,0.97620231,0.83289811,0.37369832,0.32300106,0.34130265,0
"YBR173C",0.046295475,0.26380364,0.28619511,0.13819847,0.13299791,0.52840129,0.36259893,0.41850302,0
"YBR174C",-0.028500222,0.029700234,-0.04289963,-0.083099972,-0.041699249,0.021593433,0.025000437,0.042994464,0
"YBR175W",1.0037965,0.80869806,0.6417957,0.50269721,0.23680485,0.52810118,0.43360046,0.48430315,0
"YBR176W",0.48469499,0.55500134,0.32300106,0.17730551,0.065200044,0.40720045,0.27669913,0.27469701,0
"YBR177C",-0.11590071,-0.19140077,-0.1149005,-0.40989912,-1.1971004,0.037902272,-0.38590081,-0.071900332,0
"YBR178W",0.13260316,0.055195654,-0.041800233,-0.074299782,-0.15600008,0.065200044,-0.040499865,0.03889968,0
"YBR179C",-0.45619928,-0.67620108,-0.79160011,-0.88959934,-1.2329012,-1.2210984,-1.2227002,-1.2564006,0
"YBR180W",0.71890298,0.8711024,0.85119934,0.87289966,0.59609551,0.57370414,0.51200433,0.65250026,0
"YPL090C",1.6578,2.1117992,2.1879007,2.198601,2.5357992,2.434001,2.5885,2.4367002,0
"YBR182C",0.060794485,0.020896846,-0.21470056,-0.4010003,-0.47679939,-0.48810089,-0.51279975,-0.5083993,0
"YBR183W",-1.5368003,-1.7252982,-1.8536002,-2.2493969,-2.4793032,-2.0356975,-2.0640002,-1.9819014,0
"YBR184W",-0.10710077,-0.12460051,-0.16010006,0.1896032,1.0048968,1.0060035,1.2480004,1.0477966,0
"YBR185C",-0.13130059,-0.081500797,-0.11690006,-0.097400005,-0.087599994,-0.15799952,-0.11769972,-0.070499843,0
"YBR186W",-0.1799003,-0.18820019,-0.19140077,-0.20660015,-0.15650008,-0.10150062,-0.14249985,-0.11169978,0
"YBR187W",0.12699928,-0.026400479,0.13849995,0.58240185,1.2503977,1.0240998,1.0370026,1.1303972,0
"YBR188C",-0.063499624,0.14880398,0.13049602,0.013698074,-0.13309993,-0.06379967,-0.16810006,0.019701914,0
"YBR189W",0.45490232,0.40920083,0.30140035,-0.064899368,0.024702645,0.33270221,0.33519739,0.59239724,0
"YBR190W",0.3052001,0.3574957,0.27030168,0.39759489,0.71640273,0.73000079,0.95129684,0.72670045,0
"YBR191W",1.751198,1.796199,1.5854001,2.3297006,2.1656997,2.6980006,2.8904,2.7452008,0
"YBR192W",0.23100224,0.08720483,0.030703327,-0.041699249,-0.18560052,-0.43110011,-0.40739993,-0.35190091,0
"YBR193C",-0.090899734,-0.13509955,-0.17309972,-0.16569977,-0.29130068,-0.094499678,-0.17370006,-0.083399538,0
"YBR194W",0.55049685,0.74620096,0.80330144,0.83109895,0.76229778,0.68649605,0.72710142,0.72830367,0
"YBR195C",0.63410067,0.59880347,0.61189945,0.49380102,0.012296914,-0.028500222,-0.17999999,-0.038299631,0
"YBR196C",0.48590078,0.84249618,1.2583018,1.5172001,1.9078982,1.6343981,1.7710996,1.4967998,0
"YBR197C",0.075902242,0.10599983,0.019203734,0.033200964,-0.21180042,-0.25029927,-0.36379999,-0.32779917,0
"YBR198C",0.73419585,0.77629774,0.84950294,0.86459623,0.64930275,0.78359914,0.72239607,0.82400201,0
"YBR199W",-0.36129962,-0.44139929,-0.35170023,-0.44510079,-0.5667991,-0.30829969,-0.42040082,-0.23229944,0
"YBR200W",0.13429981,0.13949569,0.16429715,0.094398237,-0.38259995,-0.3314996,-0.57520043,-0.43440087,0
"YBR201W",-1.3396993,-1.5339984,-1.2237006,-1.1945986,-0.64389902,-0.094000688,-0.1024002,0.009003121,0
"YBR202W",-0.23520037,-0.17599962,0.070993759,0.67849563,0.55119607,0.4808028,0.23010462,0.44970399,0
"YBR203W",-0.56779954,-0.95849907,-1.2799002,-1.7847016,-2.4991979,-2.6350018,-2.7435014,-2.4751981,0
"YBR204C",-2.1190027,-2.1604015,-2.0144996,-2.2794028,-2.0638977,-1.5571998,-1.6551988,-1.3545012,0
"YBR205W",-0.35520048,-0.10509922,0.13640141,0.39679519,0.78300397,0.79319673,0.62619614,0.9205982,0
"YBR206W",-0.027100054,0.16939912,0.44750514,0.63399841,1.0193034,1.0073032,0.96000008,1.1512029,0
"YBR207W",-0.20439927,-0.36770014,-0.41790072,-0.42189986,-0.81929961,-0.93559997,-0.91309941,-0.92459881,0
"YBR208C",1.6002983,2.9143005,2.5354011,-0.26480019,-0.88419966,-0.11570061,0.11680389,0.057900773,0
"YBR209W",-0.093100171,-0.055200013,-0.025200529,-0.056300672,-0.037600529,-0.11249968,-0.15789972,-0.015600227,0
"YBR210W",-0.20789929,-0.087199934,-0.066699309,0.32229738,0.72369835,0.86170133,0.87260027,0.97259708,0
"YBR211C",-0.11440065,-0.049600269,-0.19449951,-0.16269935,-0.35599978,-0.27230081,-0.29300008,-0.22960055,0
